,movie_title,review_title,review_rating,review_text,classic_1,inspiring_1,deep_1,revolutionary_1,nostalgic_1,negative_1,note_1,classic_2,inspiring_2,deep_2,revolutionary_2,nostalgic_2,negative_2,note_2
26,Bicycle Thieves," Quiet Desperation---Italian Style.
",,"In post-World War II Italy poverty is a dire reality for a large portion of the population. Work is scarce and the opportunities for employment are few and far between. ""Ladri Di Biciclette"" (translated ""The Bicycle Thief"") is quietly one of the finest films ever produced. It follows one economically distraught man (Lamberto Maggiorani) who is heading down a desperate path fast. Things look up when he gets a job putting posters on walls in town, but he must sell what few meager possessions he and his family have to buy a bicycle to uphold his end of the business bargain. Naturally tragedy strikes immediately as the title character shows up the very first day Maggiorani is on the job. The police are little help, believing the bicycle is not as important as it really is. Thus Maggiorani and young son Enzo Staiola take it upon themselves to look all over town to try and find the bicycle and bring the thief to justice. ""The Bicycle Thief"" was originally released in 1948 and won an Honorary Academy Award for Best Foreign Language film the following year (the movie was not released in the U.S. until 1949). It is still a production that strikes deep even today. The lengths and desperate measures that some go through is very evident here. Director Vittorio De Sica crafts a film that is much deeper than it appears on the surface. It examines the human condition and questions society, family, law enforcement, alliances and mental anguish perfectly. ""The Bicycle Thief"" is an excellent production that has aged well and allows the viewer to think about many subjects that go beyond ordinary cinematic depths. 5 stars out of 5.",1,0,1,0,0,0,,1,0,1,0,0,0,
27,Blade Runner," A Milestone Of Science Fiction And A Cyberpunk Masterpiece
",,"A feast for the eyes. Dark and uncompromising. With a haunting musical score by Vangelis that adds a hypnotic quality to those breathtaking megacity landscapes of future Los Angeles. Ridley Scott's adaptation of Philip K. Dick's post-apocalyptic bounty hunter story 'Do Androids Dream Of Electric Sheep' is a visionary work of art; it's a dystopian masterpiece and I'd personally call it as much a milestone of science fiction as Kubrick's '2001' (and be advised to watch the version known as the ""final cut"" if you want to catch 'Blade Runner' as it was intended by its director). It's hard to overstate how influential the film was; it invented the sci-fi subgenre now known as ""cyberpunk"", and it was also the first ""film noir"" in a sci-fi setting. And although it looks so distractingly gorgeous that even today there are people who still dismiss it as superficial and mere ""eye candy"", it is a philosphically deep film that ponders existential questions about the nature of being human. Its slow, brooding quality will perhaps leave some modern audiences who are used to a different pace and more action underwhelmed - but make no mistake: this is a groundbreaking masterwork of its genre and a timeles classic. 10 stars out of 10.Favorite films: IMDb.com/list/mkjOKvqlSBs/Lesser-Known Masterpieces: imdb.com/list/ls070242495/",1,0,0,1,0,0,,1,0,0,1,0,0,
28,Braveheart," ""Every man dies, not every man really lives.""
",,"The Academy Award winning war epic Braveheart is an extraordinary film that set a new bar for the genre. The story follows a Scottish peasant named William Wallace who's pushed into leading a rebellion against the tyranny of English rule when his wife is murdered. Starring Mel Gibson, Patrick McGoohan, Sophie Marceau, and Brendan Gleeson, the film has a strong cast that delivers outstanding performances. Additionally, the battle sequences are remarkably gritty and violent, which adds to the authentic tone of the film. And, composer James Horner provides a sweeping and majestic score that's incredibly powerful. A groundbreaking film, Braveheart does an exceptional job at depicting both the valor and the horror of war.",0,0,0,1,0,0,,0,0,0,1,0,0,
29,Capernaum," Capernaum
",,"Zain Al Rafeea is a terrific revelation in this powerful and profoundly devastating look at the miserable existence of a poor child who, like many others, deserved so much more from life - and I'm pretty sure his eyes of infinite sadness will haunt me for the rest of my life after this.",0,0,0,0,0,0,Touching,0,0,0,0,0,0,touching
30,Casablanca," The Fundamental Things Apply...
",10,"""Casablanca"" remains Hollywood's finest moment, a film that succeeds on such a vast scale not because of anything experimental or deliberately earthshaking in its design, but for the way it cohered to and reaffirmed the movie-making conventions of its day. This is the film that played by the rules while elevating the form, and remains the touchstone for those who talk about Hollywood's greatness.It's the first week in December, 1941, and in the Vichy-controlled African port city of Casablanca, American ex-pat Rick Blaine runs a gin joint he calls ""Rick's Cafe Americaine."" Everybody comes to Rick's, including thieves, spies, Nazis, partisans, and refugees trying to make their way to Lisbon and, eventually, America. Rick is a tough, sour kind of guy, but he's still taken for a loop when fate hands him two sudden twists: A pair of unchallengeable exit visas, and a woman named Ilsa who left him broken-hearted in Paris and now needs him to help her and her resistance-leader husband escape.Humphrey Bogart is Rick and Ingrid Bergman is Ilsa, in roles that are archetypes in film lore. They are great parts besides, very multilayered and resistant to stereotype, and both actors give career performances in what were great careers. He's mad at her for walking out on him, while she wants him to understand her cause, but there's a lot going on underneath with both, and it all spills out in a scene in Rick's apartment that is one of many legendary moments.""Casablanca"" is a great romance, not only for being so supremely entertaining with its humor and realistic-though-exotic wartime excitement, but because it's not the least bit mushy. Take the way Rick's face literally breaks when he first sees Ilsa in his bar, or how he recalls the last time he saw her in Paris: ""The Germans wore gray, you wore blue."" There's a real human dimension to these people that makes us care for them and relate to them in a way that belies the passage of years.For me, and many, the most interesting relationship in the movie is Rick and Capt. Renault, the police prefect in Casablanca who is played by Claude Rains with a wonderful subtlety that builds as the film progresses. Theirs is a relationship of almost perfect cynicism, one-liners and professions of neutrality that provide much humor, as well as give a necessary display of Rick's darker side before and after Ilsa's arrival.But there's so much to grab onto with a film like this. You can talk about the music, or the way the setting becomes a living character with its floodlights and Moorish traceries. Paul Henreid is often looked at as a bit of a third wheel playing the role of Ilsa's husband, but he manages to create a moral center around which the rest of the film operates, and his enigmatic relationship with Rick and especially Ilsa, a woman who obviously admires her husband but can't somehow ever bring herself to say she loves him, is something to wonder at.My favorite bit is when Rick finds himself the target of an entreaty by a Bulgarian refugee who just wants Rick's assurance that Capt. Renault is ""trustworthy,"" and that, if she does ""a bad thing"" to secure her husband's happiness, it would be forgivable. Rick flashes on Ilsa, suppresses a grimace, tries to buy the woman off with a one-liner (""Go back to Bulgaria""), then finally does a marvelous thing that sets the whole second half of the film in motion without much calling attention to itself.It's not fashionable to discuss movie directors after Chaplin and before Welles, but surely something should be said about Michael Curtiz, who not only directed this film but other great features like ""Captain Blood"" and ""Angels With Dirty Faces."" For my money, his ""Adventures Of Robin Hood"" was every bit ""Casablanca's"" equal, and he even found time the same year he made ""Casablanca"" to make ""Yankee Doodle Dandy."" When you watch a film like this, you aren't so much aware of the director, but that's really a testament to Curtiz's artistry. ""Casablanca"" is not only exceptionally well-paced but incredibly well-shot, every frame feeling well-thought-out and legendary without distracting from the overall story.Curtiz was a product of the studio system, not a maverick like Welles or Chaplin, but he found greatness just as often, and ""Casablanca,"" also a product of the studio system, is the best example. It's a film that reminds us why we go back to Hollywood again and again when we want to refresh our imaginations, and why we call it ""the dream factory."" As the hawker of linens tells Ilsa at the bazaar, ""You won't find a treasure like this in all Morocco."" Nor, for that matter, in all the world.",1,1,0,0,1,0,,1,1,0,0,1,0,
31,Casino," ""Now it looks like Disney Land""
",10,"This is one of the best films of the 90's hands down. Without a doubt this has become one of my favorite movies. I'm not sure why really, I just love it. I think because I read the book and a lot of what happened in real life happened in my little town in Chicago. No names, and my old boss who runs our town grocery store actually knew ""Ace"". Again, no names. That was always pretty cool to me, since my town really didn't have much excitement. I guess also because I'm a huge fan of Martin, Robert, and Joe's. When they work together, they create masterpieces. I've read a lot of comments on IMDb, and more than 50% of the comments are calling this ""Goodfells Part 2"". Is it ""Goodfellas Part 2"", in my opinion, no. Yes, it's very similar situations, but it's not the same plot. It's a little more gory and more bright. ""Casino"" is mainly about the rise and fall of Las Vegas. When Robert DeNiro's character says ""It's more like Disney Land now"". Actually that's true, it's not like it used to be. I'm only 20, but my mom and dad told me how different the times were in the 60's and 70's. Everyone was more close and wanted to know who you were and how everything was going. Everything is more corporate greed now-a-days. But back onto the movie, it does have gangsta's in it, and with that comes some pretty gruesome violence.Robert DeNiro. No words can describe how wonderful of an actor he is. If you read in most of my comments, you can tell I'm a fan. This movie is actually what made me into a huge fan of his. He's dialog and image is very powerful and you understand his position. You want to love him, even though technically he's a bad guy too, you still think he is so cool. A lot of people I talked too: the guys wanted to be him and the girls wanted to be with him. What a performance, it deserved more praise.Joe does it again being the A$$hole who thinks with his gun and not with his head. Joe as an actor is very remarkable. He's only 5' 6'', but he is so intimidating. His speech in the desert with Ace and the big confrontation. ""You want me to get out of my own town?! Don't *bleep* with me, Ace!"" Does he swear in this movie? Oh, yeah. A lot, we're talking 400+ f-words, guys. But you get past the vulgar language and just enjoy what Joe says and does. The head vice scene and the metal bat scene with Joe is two of the most disturbing scenes in cinematic history.Sharon Stone, what can I say? What a remarkable performance! She was very much robbed of her deserved Oscar. I was reading in my ""Rober DeNiro: A history of his films"" that Sharon over shined both Joe's and Robert's performance. In some ways that is very true. She plays a gold-digging, druggie, drunk, hustling, whore. She is very glamorous in the film though, she is covered in beautiful gowns and jewelery that no guy could ever resist. Her first scene where Robert first sees her and she is stealing chips from a guy who has ""hired"" her for a night was extremely effective. You can see why Ace fell so hard for her. What a terrific performance in the end. When she screams at Ace ""I will go to the FBI! I will go to the police! I'm not protecting you anymore!"", you get scarred and can't help but watch more even though you are sitting on your butt for more than 2 1/2 hours. You hate her character so much, you want her to get what's coming to her, that's what makes a terrific performance. When you actually want to make sure that this character gets the justice he or she deserves. Sharon, I apologize, you deserved more praise as well.Martin Scorcesse. One of the greatest living directors of our time. This film was very wonderfully made with great visuals. The soundtrack really adds a lot, I'm telling you, and the theatrical trailer with the song ""Gimme Shelter"" by the Rolling Stones, what a great feel. Martin has been nominated several times for an Oscar, but they snub him. I think because his films are so violent and typical. But they remain classics. I'm disappointed with the Oscars, this man deserves more. Whew. ""Casino"" is an excellent movie that I highly recommend for mob movie lovers. Don't compare this to ""Goodfellas"", let it stand on it's own. But please, this is not a movie for children in any manor. For the parents, this is a movie that should be on the wait until the later teens. It's very violent, we're talking a head in a vice, a beating with a metal bat(just to name a few violent scenes, there's more)drugs, sex, and very vulgar language. This is for adults only!It's a great movie that deserves very much to be on the top 250. I'd like to see it in the top 100, but we'll see. 10/10",0,0,0,1,1,0,,0,0,0,1,1,0,
32,Catch Me If You Can," Witty con man.
",10,"From the opening credits design we get in the mood of this very entertaining film. They create the tone for what will follow. Steven Spielberg is in rare form directing this movie that doesn't have a dull moment.Mr. Spielberg has found a perfect actor to fill the shoes of the con man with the perfect casting of Leonardo DiCaprio. It's very easy to see why all the women fall prey of this charmer. He was a fast talker and a slick operator. He exudes charisma to fill another couple of movies.
It's a welcome sight to have Mr. DiCaprio working in a vehicle that shows his talent as Frank Abagnale, a man of many faces. He plays a game of hide-and-seek throughout the movie with Hanratty, the FBI agent that is in his trail. Tom Hanks shows great assurance and gusto with this character. Of course, the DiCaprio magnetism dominates the action with the many ironic twists and the miraculous and narrow escapes he pulls with an aplomb that's bewildering to the Feds, who are on his tail all the time.The minor roles are equally important. Christopher Walken as the father starts out as the prototype of the con man, but he's too decent to do wrong; his business fails eventually. His marriage to Natalie Baye, the fine French actress, ends in divorce because obviously she hates being married to a loser.The action doesn't stop for one moment. This film is great fun to watch with the winning combination Mr. Spielberg assured hand gives us this time out. Mr. Spielberg can thank the genial Mr. DiCaprio who responds obviously to his direction and makes this con man endearing even when he is committing crimes.",,,,,,,,1,1,1,0,0,0,
33,Children of Heaven," a work of art
",,"The wonderful Iranian film ""Children of Heaven"" and its companion piece, ""The White Balloon"", remind one of those great Czechoslovakian films of the 1960's (""The Shop on Main Street,"" ""Loves of a Blonde,"" etc.) in that they achieve their artistry by providing keenly observed glimpses into the minutiae of everyday life. They also help to humanize a culture often regarded as alien and even incomprehensible to western eyes. Above all, this magnificent film reminds us that real drama comes not in the form of over-plotted special effects-laden extravaganzas, but from films that examine the universal simplicities of life as we all know it. When it is distilled through the eyes of a poet - this is when art is achieved.""Children of Heaven"" has its roots planted firmly in the neorealist tradition. Its simple story echoes not merely the earlier ""The White Balloon"" but the original Italian classic, ""The Bicycle Thief."" In this film, young Ali accidentally loses his sister's recently mended shoes; out of this tale of utmost simplicity, the filmmakers take us on a fascinating tour of life in a typical Iranian village and family. As Ali and his sister scheme to overcome this obstacle, the film touches on any number of universal themes: the close ties of siblings united in their common bond of avoiding often irrational parental anger; well meaning, loving parents overwhelmed with the trials of everyday life who are often compelled to act out in ways that seem cruel to the children who adore them; the petty viciousness with which children often strike out at each other, yet, at the same time, the often unexpected kindness and empathy with which they also treat one another. The film manages to keep the audience constantly engrossed in its action without once resorting to even a smidgen of incredibility or melodrama. Beautifully directed, with a superb soundtrack filled with heightened naturalistic noises, it is a film of many-splendored wonders, its lyricism caught in a glimpse of soap bubbles floating around a backyard produced by two children abandoned to their moment of incomprehensible youthful joy, its high drama found in a shoe racing down a city sewer with a desperate young girl in tow.The actors, children and adults alike, underplay their roles in so naturalistic a fashion that one does not even feel they are performing at all; the film, through them, becomes a magical fabric of life that draws the audience deep into its world.""Children of Heaven"" brilliantly demonstrates that works of art often arise from the observation of the most seemingly mundane concerns of daily life and reminds us that this provides far more drama than all the exploding spaceships, car chases and hyperkinetic melodrama that flood the screen in the guise of entertainment. It certainly shows just how phony, empty and bereft of life most American films are. Don't miss ""Children of Heaven""! It is a richly rewarding experience.",1,0,q,0,0,0,,1,0,1,0,0,0,
34,Chinatown," I hated this movie
",9,"The first time I saw it. After one of my buddies claimed it was the greatest movie every made. I mean, what could live up to that hype.Then, over the course of 20+ years I discovered a much wider world of films beyond what CBC and CTV showed late at night to pay the bills. We rented every B&W movie the video store had on tape. TCM came along. I discovered film noir. I drove Interstate 5 through California in the midst of a terrible multi-year drought. I visited Los Angeles. I discovered Arts & Crafts homes.Then I watched this movie again tonight. And I realized my buddy may have been right.It has Jack Nicholson before he became a caricature of himself. John Huston showing he was as good an actor as he was a director. And Faye Dunaway, my goodness, was she on fire for a decade or what. When she's trying to explain things to Nicholson in the third act and she's breaking down while doing so, if that doesn't get you, you have no heart.But you know what else? If you know the ending, the movie is more riveting. Because then you understand why the characters are addressing the things they do, and you're watching the characters act and react, which is where the magic lies.This is a superlative film. I feel like a dope for taking 20 years to properly appreciate it. I only wish my friend were still alive so I could tell him he was right.",0,0,1,0,0,0,,0,0,1,0,0,0,
35,Cinema Paradiso," My favourite film of all time
",,"It is by now well known that there are two versions of this film that differ greatly, the original 3 hour Italian cut and the heavily re-edited 2 hour version which was the version that charmed the world in 1989. It remains a wonderful experience, but the director's cut is so much richer, deeper, satisfying,well,everything. This review is of the director's cut which may not be the greatest film in the world but is my favourite film of all time ever since I came out of the cinema in which I first saw it in back in 1994 crying my eyes out. Never has a film effected me as emotionally as this one. Cinema Paradiso is many things- a touching story of a friendship, a wonderful portrayal of a Sicilian village, a loving tribute to the cinema, amongst other things, but the longer cut is I believe the most moving and romantic love story ever. For my money, you can forget Casablanca,Dr Zhivago,Titanic,Romeo and Juliet,etc {great as some of them are}, this is the one that does it for me.Divided into three sections, it is the first section that was left almost intact in the short version. It is of course primarily concerned with the relationship between young Toto and the projectionist of his local cinema, Alfredo. It is full of delightful touches,such as Toto stealing a frame of film from behind Alfredo's back, or when Toto helps Alfredo during an exam so he can be allowed into the projection booth, or perhaps best and simplest of all of all Toto's spellbound face as he watches the footage that will be censored by the town priest. The cinema is portrayed as almost being the centre of life in the town Giancaldo in which the film is mostly set. The actual sequences set in the cinema are full of wonderful observation and even some belly laughs. There's the man who only goes to the cinema to sleep and is always awoken by kids, the couple who see each other for the first time because everyone else is cowering from Dr Jekyll And Mr Hyde, the old man who says ""no, this is IMPORTANT"" when everyone else ""booos"" the news-all human life is here, with more observations and insights than in any Mike Leigh film. This section climaxes in a scene which is simply magical, when Alfredo projects a film onto the wall of a house so everyone can see it.As the film moves forward several years to show Toto as a 16 year old, the wonderful cinema scenes are still present. Who can forget the cinema usher telling off a group of young boys for playing with themselves while watching Brigitte Bardot and then sheepishly giving his own manhood a little touch? Director Guiseppe Tornatore also subtly reminds us of changing times, such as when television is first shown in the cinema. However, it is mainly concerned with Toto's {now called Salvatore} courtship of the girl he is in love with, Elena. No one who has experienced the pangs of first love can fail to respond to such scenes as Salvatore ranting on to Elena on the phone how much he loves her and realising he's actually been talking to her mother, or the beautiful first kiss and embrace in the projection booth {of course}.It is in the final section, as Salvatore, now a great film director, returns to Giancaldo as a 50ish man to attend Alfredo's funeral,where the humour all but disappears {well, life gets more serious as one gets older, does it not?} and the pace does slow-be warned. It is possibly the most emotional hour of cinema ever, and was cut to about 15 mins in the short version. Salvatore's reunion with Elena, which also displays absolutely brilliant acting from Jacques Perrin and Brigitte Fossey, is so painful a sequence, as the two characters pour their hearts out to each other. As Ennio Morricone's love theme swells up {a truly heartbreaking piece of music},it ends up being one of the most beautiful love scenes ever filmed. Salvatore's reunion with his mother and his exploration of the cobwebbed, dilapidated, cinema are also extremely moving. As for the final scene, where Salvatore opens a certain gift Alfredo left him-well,there's been too many spoilers already in this review, but suffice to say it is matchless, simply matchless. It was moving in the short cut, but is three times more meaningful in the director's cut.Cinema Paradiso has been called sentimental, but in the director's cut it is a darker, deeper kind of sentimentality. Maybe it is still ""a love letter to the cinema"", but it is also shows that obsessive love of something such as films can also result in sadness and regret. Think of what happens to Alfredo in the film, and as for Salvatore, well, his curse is that he has two loves in his life but success in one of them comes at the expense of the other. The uncut Cinema Paradiso is more then anything else about life and the effect of the decisions we make. O, and the greatest, most heartbreaking love story ever {have I already said this!}",1,0,1,1,0,0,,1,0,1,1,0,0,
36,Citizen Kane," CITIZEN KANE may let some people down, but it's still worth seeing.
",,"It's a difficult undertaking for someone of my generation to watch a film like CITIZEN KANE.  Not because it's ""too old"" or ""too boring"", but because it has been hailed--almost universally--as the single best motion picture ever made.  And while the anticipation of seeing a film with such overwhelming acclaim may be quite exhilarating, actually watching it is ultimately an intimidating and somewhat disappointing experience.This isn't to say that I thought CITIZEN KANE was a bad film; in fact, I thought everything about it was downright brilliant.  From the enchanting performances right down to the meticulously planned camera movements and clever lighting tricks, there isn't a single element of CITIZEN KANE that isn't a stunning achievement in all areas of filmmaking.CITIZEN KANE's storyline is deceptively simple.  Even though the plot unfolds by jumping in and out of nonlinear flashbacks, it is surprisingly easy to keep track of.  The straightforwardness and relatively fast pace of the story are what make it seem intimidating.  Because everything moves smoothly along without any standstill, it feels like we are being fooled-like there is something much greater that we just can't seem to grasp.  As a first-time viewer, I knew from its reputation that there must be *something* that separates this movie from all the others; something buried within its simple plotline that everybody else has seen, but that I just could not seem to get a handle on.  And then, during those final frames, that something was revealed, and it all began to make sense.  To me, it was these moments of confusion and uncertainty followed by a sense of enlightenment and appreciation that made watching CITIZEN KANE such a meaningful experience.But no matter how great of a movie CITIZEN KANE really is, it can never live up to one's expectations.  Although I do feel that it is deserving of its acclamation, the constant exposure to its six decades worth of hype and praise will invariably set most modern viewers' standards at a height that is virtually unreachable--even if it really *is* the best movie of all time.",1,0,1,1,0,0,,1,0,0,1,0,0,
37,City Lights," Lady and the Tramp, before animation and at the start of talkies- one of the most wonderful films ever conceived and executed
",10,"If there is one Charlie Chaplin film to recommend, as others have pointed to in the past, City Lights is the one. Though Chaplin played his Tramp character superbly in other movies, like Modern Times and The Gold Rush, City Lights displays the Tramp at his funniest, his bravest, his most romantic, and his most sympathetic. It's tough for filmmakers in recent days to bring the audience so close emotionally with the characters, but it's pulled off. The film centers on three characters- the Tramp, the quintessential, funny homeless man who blends into the crowd, but gets caught in predicaments. He helps a drunken businessman (Myers, a fine performance in his own right) from suicide, and becomes his on and off again friend (that is, when it suits him and doesn't notice his 'friend's' state). The other person in the Tramp's life is the Blind Flower Girl (Virginia Cherrill, one of the most absorbing, beautiful, and key female performances in silent film), who are quite fond of each other despite the lack of total perception. The emotional centerpiece comes in obtaining rent and eye surgery money, which leads to a (how else can I put it) magical boxing match where it's basically a 180 from the brutality and viscerality of a match in say Raging Bull. Though there is no dialog, the film achieves a timelessness- it's essentially a tale of two loners who find each other, lose each other, and find each other again (the last scene, widely discussed by critics for decades, is moving if not tear-inducing). And it's never, ever boring- once you get along with the Tramp, you find the little things about him, the reaction shots, the little things he does after the usual big gag (look to the ballroom scene for examples of this, or when he gets a bottle of wine poured down his pants without the other guy noticing). Truth be told, if this film makes you indifferent, never watch Chaplin again. But if you give yourself to the film, you may find it's one of the most charming from the era, or perhaps any era.",1,0,0,0,0,0,,1,0,0,0,0,0,
38,City of God," A Brazilian masterwork
",10,"Such an amazing film that deserves the accolades and acclaimed hype it's garnered. One of the best foreign language films there is and one of the best films personally seen recently, after a long time of being on my to see list but taking a while to get round to it due to being so busy and going through a difficult phase.Perhaps 'City of God' is not for everybody. It is not some audience members' idea of being entertaining, and is pretty unflinching, uncompromising and challenges the viewer. It does, with that being said, a superlative job bringing those qualities to life, and there are others, including myself, who judge films by what they set out to do rather than just wanting to be ""entertained"". There are many hugely entertaining films, while there are others that are clearly intended to be things other than entertainment and either are deep character studies, deliberate mood pieces and poignant dramas and shouldn't be denounced because of stereotypical views of what a film should be like.'City of God' is very well made, with some stunning and hard-hitting images, even if the budget is not high or enormous. It's all audaciously shot and edited with a lot of gritty atmosphere and sense of tension. The music fits well and has some haunting moments without being intrusive, while Fernando Meirelles's direction, particularly in the visual style, is superb.The story is not hard to follow, with lots of provoking thought, tension and emotion, while the action is positively explosive, frighteningly brutal and designed with a real meticulousness. In no way either does it glamorise crime and gives an unflinching view of gangland rivalry, provoking comparisons to Martin Scorsese and 'Goodfellas'.Alexandre Rodrigues and Leandro Firmino da Hora are fabulous in their roles and carry the film and their compellingly real characters adeptly.Overall, a masterwork. 10/10 Bethany Cox",0,1,1,1,0,0,,1,1,1,0,0,0,
39,Coco," Succeeds on all levels
",10,"Music is banned in Miguel's household after his musical great-grandfather abandoned his great-grandmother and her young daughter. On Mexico's Day Of The Dead festival, a convoluted series of events sees Miguel transported to the Land of the Dead, where he discovers that the dead disappear when no-one remembers them. He also discovers that unless he returns to the land of the living by dawn, he will join the dead. And there are problems ahead!The story here is very artificially structured, with all sorts of bits and pieces present s that a predetermined trail of events can be created. But you never notice that, so natural is the narrative flow. This film is highly original, full of truly gorgeous visuals, lovely songs, delightful characters, and touching resolutions to several individual story threads. And yet it appeared in the UK with no publicity, trailers, or warnings whatsoever, and my local multiscreen didn't even get it in 3D despite the fact that it is clear that the 3D would be dazzling.This is as good as any Pixar film over the last several years, and better than most.",0,0,0,0,0,0,"story, song, characters",0,0,0,0,0,0,"Beatiful story, magnificent songs, soulful characters"
40,Come and See," One of the greatest wars films ever made
",10,"One of the greatest of all war films, Klimov's stunning work stands amongst such works in which the horror and sorrow of conflict are made fresh over again for the viewer, left to stumble numb from the cinema thereafter. Produced for the 40th anniversary of Russia's triumph over the German invaders in WW2, based upon a novella by a writer who was a teenage partisan during the war, the propagandist use to which it was later put - when the GDR was still in the Eastern Bloc, citizens were forced to watch this to warn them of another rise of fascism - does not impair its effect today at all. It echoes intensity found in another masterpiece by the director. Klimov's shorter Larissa (1980) is a remorseful elegy to his late wife. Poetic and very personal, its sense of shock anticipates the heightened anguish that ultimately reverberates through Come And See. Through his images, the director stares uncomprehendingly at a world where lives are removed cruelly and without reason, if on this occasion not just one, but thousands.At the heart of the narrative is Floyra, both viewer and victim of the appalling events making up the film's narrative, his history a horrendous coming-of-age story. It begins with him laboriously digging out a weapon to use and much changed at the end, he finally uses one. As he travels from initial innocence, through devastating experience, on to stunned hatred, in a remarkable process he ages before our eyes, both inside and out. His fresh face grows perceptibly more haggard as the film progresses, frequently staring straight back at the camera, as if challenging the viewer to keep watching; or while holding his numbed head, apparently close to mental collapse. Often shot directly at the boy or from his point of view, the formal quality of Klimov's film owes something to Tarkovsky's use of the camera in Ivan's Childhood, although the context is entirely different.The film's title is from the Book of Revelations, referring to the summoning of witnesses to the devastation brought by the Four Horsemen of the Apocalypse. 'Come and See' is an invitation for its youthful protagonist to arm up and investigate the war, but also one for the audience to tread a similarly terrible path, witnessing with vivid immediacy the Belorussion holocaust at close hand. Here, the intensity of what is on offer justifies amplification by the use of a travelling camera, point-of-view shots, and some startlingly surreal effects pointing up unnatural events: the small animal clinging nervously to the German commander's arm for instance, soundtrack distortions, or the mock Hitler sculpted out of clay and skull.Main character Floyra is the director's witness to events, a horrified visitor forced, like us to 'see' - even if full comprehension understandably follows more slowly. For instance during their return to the village, there is some doubt as to if Floyra is yet, or will be ever, able to fully acknowledge the nature of surrounding events. In one of the most disturbing scenes out of a film full of them, Glasha's reaction to off-screen smells and sights is profoundly blithe and unsettling. So much so, we wonder for a brief while if the youngsters really know what is going on. Its a watershed of innocence: one look back as the two leave and the reality of the situation would surely overwhelm Floyra - just as later, more explicit horrors do the viewer.Come And See was not an easy shoot. It lasted over nine months and during the course of the action the young cast were called upon to perform some unpleasant tasks including, at one point, wading up to their necks through a freezing swamp. Kravchenko's face is unforgettable during this and other experiences, and there are claims that he was hypnotised in order to simulate the proper degree of shell shock during one of the major early sequences. The sonic distortion created on the soundtrack at this point later appeared to a lesser extent in Spielberg's Saving Private Ryan, as did elements of a much-commented scene where a cow is caught in murderous crossfire. Klimov's camera ranges through and around the atrocities, although one doubts that a steady cam was available. By the end Florya is isolated from humanity, technically as well as mentally, by a striking shot that excludes the middle foreground. Disturbingly expressionistic though these scenes are, others such as the scene where Florya and the partisan girl Rose visit the forest after the bombing, achieve an eerie lyricism that are however entirely missing from the Hollywood production. And whereas Spielberg's work concludes with a dramatic irony that's perhaps a little too neat, contrived for different audience tastes, Klimov's less accommodating epic finishes on a unique, cathartic moment - no doubt partly chosen to avoid any bathos after events just witnessed, but one which sends real blame back generations.Hallucinatory, heartrending, traumatic and uncompromising, such a movie will not to be all tastes. It certainly does not make for relaxing viewing, although those who see it often say it remains with them for years after. This was Klimov's last film for, as he said afterwards ""I lost interest in making films. Everything that was possible I felt had already been done,"" no doubt referring to the emotional intensity of his masterpiece, which would be hard to top. By the end of their own viewing, any audience ought to be shocked enough to pick up a rifle themselves and vengefully join the home army setting out to fight the Great Patriotic War - a necessarily stalwart response without limit of participation, symbolised by the director who tracks a camera through the dense forest before finally rejoining a column of soldiers heading to the front. If you feel, like I do, that any real war film should succeed in conveying the power and pity of it all, then Come And See is an absolute go and watch.",0,0,1,1,0,0,,0,0,1,1,0,0,
41,Cool Hand Luke," ""Luke"" is a character Newman was born to play - and this is one hell of a beautiful film
",10,"This film got me from the first frame to the last. It's not even because of the story (which I love, of course) - it's just so very well made. And so modern. The kind of angles and perspectives the camera uses, the way it zooms in and out or even allows itself (literally) to get dirty - the way this whole picture was shot is just something I haven't seen in an American film released prior to this one. And yet, although it is considered a classic, when people talk about the ""New Hollywood"" somehow 'Cool Hand Luke' is hardly ever mentioned - despite the fact that it came out only a couple of months after 'Bonnie and Clyde' in 1967 and before 'The Graduate'. I look at this film mainly as a character study but the story arc also works very well and it hasn't aged a bit. This is one of those rare films that was way ahead of its time and which has simply everything: great acting, iconic characters and scenes, wonderful music - and the cinematography is just unbelievable. Funny, tragic and moving, 'Cool Hand Luke' is one hell of a film. What we've got here is NOT failure to communicate - but a 10 star masterpiece.Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite Low-Budget and B-Movies: http://www.imdb.com/list/ls054808375/Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/",1,0,0,1,0,0,,1,0,0,1,0,0,
