,movie_title,review_title,review_rating,review_text,classic_1,inspiring_1,deep_1,revolutionary_1,nostalgic_1,negative_1,note_1,classic_2,inspiring_2,deep_2,revolutionary_2,nostalgic_2,negative_2,note_2
139,Pulp Fiction," The masterpiece without a message
",10,"One of the early scenes in ""Pulp Fiction"" features two hit-men discussing what a Big Mac is called in other countries. Their dialogue is witty and entertaining, and it's also disarming, because it makes these two thugs seem all too normal. If you didn't know better, you might assume these were regular guys having chit-chat on their way to work. Other than the comic payoff at the end of the scene, in which they use parts of this conversation to taunt their victims, their talk has no relevance to anything in the film, or to anything else, for that matter. Yet without such scenes, ""Pulp Fiction"" wouldn't be ""Pulp Fiction."" I get the sense that Tarantino put into the film whatever struck his fancy, and somehow the final product is not only coherent but wonderfully textured.It's no wonder that fans spend so much time debating what was in the suitcase, reading far more into the story than Tarantino probably intended. The film is so intricately structured, with so many astonishing details, many of which you won't pick up on the first viewing, that it seems to cry out for some deeper explanation. But there is no deeper explanation. ""Pulp Fiction,"" is, as the title indicates, purely an exercise in technique and style, albeit a brilliant and layered one. Containing numerous references to other films, it is like a great work of abstract art, or ""art about art."" It has all the characteristics we associate with great movies: fine writing, first-rate acting, unforgettable characters, and one of the most well-constructed narratives I've ever seen in a film. But to what end? The self-contained story does not seem to have bearing on anything but itself.The movie becomes a bit easier to understand once you realize that it's essentially a black comedy dressed up as a crime drama. Each of the three main story threads begins with a situation that could easily form the subplot of any standard gangster movie. But something always goes wrong, some small unexpected accident that causes the whole situation to come tumbling down, leading the increasingly desperate characters to absurd measures. Tarantino's originality stems from his ability to focus on small details and follow them where they lead, even if they move the story away from conventional plot developments.Perhaps no screenplay has ever found a better use for digressions. Indeed, the whole film seems to consist of digressions. No character ever says anything in a simple, straightforward manner. Jules could have simply told Yolanda, ""Be cool and no one's going to get hurt,"" which is just the type of line you'd find in a generic, run-of-the-mill action flick. Instead, he goes off on a tangent about what Fonzie is like. Tarantino savors every word of his characters, finding a potential wisecrack in every statement and infusing the dialogue with clever pop culture references. But the lines aren't just witty; they are full of intelligent observations about human behavior. Think of Mia's statement to Vincent, ""That's when you know you've found somebody special: when you can just shut the f--- up for a minute and comfortably enjoy the silence.""What is the movie's purpose exactly? I'm not sure, but it does deal a lot with the theme of power. Marsellus is the sort of character who looms over the entire film while being invisible most of the time. The whole point of the big date sequence, which happens to be my favorite section of the film, is the power that Marsellus has over his men without even being present. This power is what gets Vincent to act in ways you would not ordinarily expect from a dumb, stoned gangster faced with an attractive woman whose husband has gone away. The power theme also helps explain one of the more controversial aspects of the film, its liberal use of the N-word. In this film, the word isn't just used as an epithet to describe blacks: Jules, for instance, at one point applies the term to Vincent. It has more to do with power than with race. The powerful characters utter the word to express their dominance over weaker characters. Most of these gangsters are not racist in practice. Indeed, they are intermingled racially, and have achieved a level of equality that surpasses the habits of many law-abiding citizens in our society. They resort to racial epithets because it's a patter that establishes their separateness from the non-criminal world.There's a nice moral progression to the stories. We presume that Vincent hesitates to sleep with Mia out of fear rather than loyalty. Later, Butch's act of heroism could be motivated by honor, but we're never sure. The film ends, however, with Jules making a clear moral choice. Thus, the movie seems to be exploring whether violent outlaws can act other than for self-preservation.Still, it's hard to find much of a larger meaning tying together these eccentric set of stories. None of the stories are really ""about"" anything. They certainly are not about hit-men pontificating about burgers. Nor is the film really a satire or a farce, although it contains elements of both. At times, it feels like a tale that didn't need to be told, but for whatever reason this movie tells it and does a better job than most films of its kind, or of any other kind.",,,,,,,,,,,,,,
140,Raging Bull," Essential masterpiece; powerful De Niro; simply one of the best films of all time.
",10,"""Raging Bull"" isn't the average, stereotypical underdog boxing movie, because it isn't really about boxing at all. Like most great movies, its focus is much deeper. It came out in 1980, earned Robert De Niro a Best Actor Academy Award, and was marked down as another solid triumph by director Martin Scorsese, whose previous 1976 outing with De Niro earned them both critical acclaim (and for De Niro, an Oscar nomination, although he would actually earn an Oscar for ""Raging Bull"" four years later).It dwindled in production hell for quite some time, with Scorsese's drug use halting production and only the duo's strong willpower that kept the project moving ahead. It was after De Niro read boxer Jake LaMotta's memoirs that he knew he wanted to make the film, so Scorsese and De Niro turned to Paul Schrader for a script. Schrader, who had previously written ""Taxi Driver"" (1976), agreed, and wrote the screenplay for them. The rest is history.""Raging Bull"" has often been regarded as the greatest film of the 80s. To be honest, I'm not so sure about that, since various genres offer different feelings and emotions (comparing this to a comedy might seem rather silly). But to say it is one of the most powerful films of all time would be no gross overstatement -- it is superb film-making at its finest.De Niro gained 60 pounds to play LaMotta, which was an all-time record at the time (later beaten by Vincent D'Onofrio, who gained 70 pounds for Stanley Kubrick's ""Full Metal Jacket""). His physical transformation is on-par with any great screen makeover, especially the most recent, ranging from Willem Dafoe in ""Shadow of the Vampire"" to Charlize Theron in ""Monster."" In addition, co-star Joe Pesci also lost weight for his role of Joey, LaMotta's short, eccentric brother. The greatest scene in the film is when LaMotta accuses his brother of having an affair with his wife. The tension is raw, the dialogue amazing, and the overall intensity electrifying.The film is most often compared to ""Rocky,"" more than any other, apparently because they both concern a certain level of boxing. As much as I absolutely adore ""Rocky,"" ""Raging Bull"" is a deeper, more realistic film. But whereas ""Raging Bull"" is raw, ""Rocky"" is inspiring, and that is one of the reasons I do not think these two very different motion pictures deserve comparison, for the simple fact that they are entirely separate from one another. The only connecting thread is the apparently central theme of boxing, which is used as a theme in ""Rocky,"" and a backdrop in ""Raging Bull."" They're entirely different motion pictures -- one uplifting, the other somewhat depressing -- and the people who try to decide which is better need to seriously re-evaluate their reasons for doing so. They both succeed splendidly well at what they are trying to do, and that's all I have to say about their so-called connection.De Niro, who could justifiably be called the greatest actor of all time, is at the top of his game here. In ""Taxi Driver"" he displayed a top-notch performance. He wasn't just playing Travis Bickle -- he was Travis Bickle. And here he is Jake LaMotta, the infamous boxer known for his abusive life style and somewhat paranoid delusions during his reign as world middleweight boxing champion, 1949 - 1951. Throughout the film, he beats his wife (played expertly and convincingly by the 19-year-old Cathy Moriarty), convinced that she is cheating on him, and that is more or less what the film is truly about. The boxing is just what he does for a living, and could be considered as a way to release some of his deeper, harbored anger.LaMotta has a close relationship with Joey, his brother, and their interaction is often what elevates the film above others of its genre. The dialogue is great, close to the perfection of Quentin Tarantino's ""Pulp Fiction,"" rich in that rapid-fire filthy language and brutal insults. Pesci, who was on the verge of quitting showbiz at the time of pre-production, was spotted by De Niro in a cheap B-movie named ""The Death Collector"" (1975), a.k.a. ""Family Business,"" a truly horrid film that nevertheless showcased an early sign of things to come for Pesci. De Niro wanted him for the movie and his premonition was either very lucky or very wise -- this is one of the best performances of Pesci's entire career.Scorsese shot the film in muted black and white, portraying a certain era of depression and misery. To make the blood show up on screen during the occasional fight scenes, Scorsese used Hershey's Syrup -- which is an interesting tidbit of trivia for any aspiring film-making planning on filming a violent movie in black and white. But how often does that happen?This is certainly one of the most intense films Scorsese has directed, and one of the most important of his career. Along with ""Taxi Driver,"" it is an iconic motion picture that will stand the test of time for years and years to come. Scorsese and De Niro's partnership over the years has resulted in some of the most influential and utterly amazing motion pictures of all time: ""Mean Streets,"" ""Taxi Driver,"" ""The King of Comedy,"" ""Goodfellas"" and ""Casino"" come to mind almost instantly. But perhaps the one single title that will be remembered as their most daring effort is ""Raging Bull,"" a motion picture so utterly exhilarating that it defies description. It is simply a masterpiece for the mind and senses, leaving you knocked out cold after its brutal one-two punch. If I had to assemble a list of required viewing, this would be up there towards the top.",,,,,,,,,,,,,,
141,Raiders of the Lost Ark," Perpetually Entertaining...
",9,"An army of fascists seek to plunder, an artefact so precious it's a wonder, an archaeologist will resist, using whips and guns and fist, in a treasure of a film packed with adventure.There are puzzles to be solved and riddles broken, the dialogue's a joy, beautifully spoken, action packed from start to end, returns a massive dividend, engaging all the way and thought provoking.",,,,,,,,,,,,,,
142,Ran," My third favorite Kurosawa film- deliberately paced (not painfully so), heavy on tragedy, and glorious in overall artistry
",10,"I would agree with Ebert's review on a point, that Akira Kurosawa, legendary director of such samurai classics as Seven Samurai, Yojimbo, Hidden Fortress, and Kagemusha, as well as human dramas like Rashomon, The Lower Depths, and Red Beard, could really best direct this film in his old age. There's something about his version of the doomed King Lear of Shakespeare, his Lord Hidetora Ichimonji that could be truly captured by someone in old age. Not to say that directors can't make great films when they're young, or in middle age, about a man in the dark days of the golden years (About Schmidt, Tokyo Story, Bob Le Flambeur, and Kurosawa's own Ikiru come to mind). But it's clear that Kurosawa must've seen or felt or understood at least an element of Hidetora's character, something that goes beyond tragedy that is stuck with all who are mortal. At one point when Hidetora is in a wandering, dazed state he says ""I am lost"", to which his companion/caretaker Kyoami responds ""Such is the human condition."" Was Kurosawa lost as an artist and filmmaker as he tried to get his epic (which at the time of it's filming was the most expensive Japan had seen, and got some extra backing from outside European backers) off the page and onto celluloid? Hard to say, but the end result displays that even in his later days he could create a work so wonderful, so sad, so brutal, and so human that it will remain timeless. If Kurosawa deserves praise for look of the film, the pacing, the editing, every single painstakingly storyboarded (painted) shot, and his direction with the two battle sequences as well as with the quieter, more compelling scenes with the actors, the man who plays Hidetora deserves some as well (like any production of King Lear, including Godard's wild treatise with Burgess Meredith in the lead role, the actor is as important as the writer). Tatsuya Nakadai, who had roles in past Kurosawa films as a young man in Yojimbo (the gunslinger) and Sanjuro (the opponent), is awe-inspiring. Early in the film, after a mind-shattering dream, his character decides to split up his kingdom unto his three sons (Jiro, Saburo, and getting the first castle and all control, Taro), he still feels in control, and has the look of a Lord with just the right level of stubbornness and, unfortunately, naivety. Then, as everything he owns crumbles before him, there is one scene that struck me as remarkable, and then for the rest of the film I couldn't take my eyes off of Nakadai whenever he was on screen. It involves the first battle sequence, in which one of his son's comes to take over a castle, and killing all of Hidetora's men. Look at Nakadai in the scene where he's sitting down stone-faced amid the chaos going on outside, and then as he somehow manages to walk out, the fellow soldiers making way for him. He then sees one of his sons, the betrayer, and he doesn't say a word- he's already decided that his son Taro has gone too far with his position, as he rules over his domain and scares the peasants right out of the picture- and he simply walks away, as his family continues to crumble under corruption of the mind and heart.It's a sequence like that though, where the great Lord makes such a radical change, where Kurosawa and Nakadai have some of their greatest time ever on a screen. As the filmmaker treats the battle, up to a point, like a feudal-Japanese version of a Eisenstein battle (no talk, no sound effects, just the eerie, sorrowful score here applied by Toru Takemitsu) with devastation and visceral nature taken to a poetic, thoughtful level, the actor's eyes and body language are, well, indescribable almost. And if Nakadai gives the finest male performance of the film, credit is equally due to the pivotal female character, Lady Kaede (Mieko Harada), who is like a Lady Macbeth taken to the next level. This is a character that's seen Lord Ichimonji destroy his castle when she was young, and now that she has her son(s) right in the palm of her hand, she'll have her revenge in guise of ego-feeding. I may not be able to recommend Ran on one level, despite it being on the painter's equivalent of a splendorous, seething portrait of royalty. Kurosawa takes his time telling the story, and to some it might even feel longer than his epic Seven Samurai. This is a work heavy on emotional nuance, on how the characters (in particular Hidetora) look unto their surroundings, how the presence of destruction and war and slayings are traumatic as opposed to being 'cool' in a stylistic way. If you're looking for a slam-bang action thriller look, elsewhere. But if you're looking for a mature film about life, death, loss, and the bonds that are kept within families, the mind, and how we accept and give forgiveness (a blind character named Lord Tsurumaru is stunning from a certain point of view), this is it. As well for the Shakespeare fan it's an absolute must-see, and it may even turn some onto Shakespeare's classic due to the fact that this film, much like Throne of Blood, contains none of the language style used in the source.",,,,,,,,,,,,,,
143,Rashomon," A brilliant masterpiece from a masterful director
",10,"""Rashomon"" was Akira Kurosawa's first national hit (becoming, at the time, the highest-grossing foreign film in America) and even gained an Oscar for Best Foreign Film, but almost sixty years later it still hasn't lost any of its impact. It is widely revered as one of the most influential films of all-time, but unlike some other movies, it is not a film that feels dated. The revolutionary methods of Kurosawa are still effective and on-par with the cinema of today -- this isn't a movie where you say, ""Yeah, fifty years ago it might have been different, but now it's done in all the movies."" Kurosawa's techniques are still superior to most of his imitators. Look at the 2003 John McTiernan film, ""Basic,"" which copies a good portion of ""Rashomon's"" concept. Which is the better film? It's not a hard choice.The film begins under a structure which reads ""Rashomon"" on its exterior, in a small Japanese village. It's raining outside and a woodcutter (Takashi Shumura) and a priest (Minoru Chiaki) inadvertently find themselves in the company of a wandering commoner (Kichijiro Ueda), and as he asks them what is the matter they both begin to relay the most horrific story they claim to know -- of a brutal murder a few days prior.Kurosawa then switches to flashback and we see three different versions of the exact same event -- the slaying of an innocent man (the murderer played by Kurosawa film regular Toshirô Mifune) in the woods outside the village. Was it because of lust? Betrayal? Envy? Or insanity? We hear from the murderer, the wife of the victim, and a woman channeling the spirit of the dead man.""Rashomon"" is brilliant. Some people have complained that the ending is a cop-out and sentimental hogwash, but I think Kurosawa was fond of sentimentality to a point (he uses a good deal of it in ""Ikiru"") but the difference between what he does with sentimentality as opposed to many filmmakers of today is that he uses to to ENRICH the story, not provide an easy solution to all the problems.Is there resolution in the finale of ""Rashomon""? To a degree. But, like ""Ikiru,"" it also leaves an open answer to its audience -- this film questions us, and our humanity, and it says something about the human condition and our weaknesses as a species. Yet it also proposes that along with the evil is an inherent good, and in my opinion the message of ""Rashomon"" is just as important and effective as its film-making techniques and acting.",,,,,,,,,,,,,,
144,Ratatouille," ""Not everyone can become a great artist; but a great artist *can* come from *anywhere*""
",10,"That's what the food critic, Anton Ego, says in his review of the movie's restaurant at the end of the movie. That is a good way to sum up Ratatouille.This movie released a few days after my 9th birthday. My Grandma got the DVD and I loved it. I was a kid and animated movies were my jam! I even taped a Disney Channel showing on a record-able VHS. I have seen this numerous times, and I still love it. I just saw it again as a 20 year old and it still puts me in awe.The movie is about Remy, a rat who has an obsession with food, cooking, and the humans who cook food. He meets a chef who can't cook very well, and he uses his talent to secretly help him. But that causes issues with a secret rat in a failing restaurant.I can't think of a single flaw with this movie.The animation is beautiful(I noticed one car that almost looked real at one point)and the story is well told.I know when I love a movie when I feel this thrill in my heart and an excitement along with it.(See my review of Lord of the Rings: The Return of the King) I felt that all throughout this movie, even though I have seen this movie numerous times.This is an animated movie where you don't need to be a kid to enjoy it. (Roger Ebert said this as well.) Anton Ego also says that he will return to the restaurant ""hungry for more."" Revisiting this as an adult makes me say the same thing about the movie he is in.Edit: Nearly 11 months later, 7/7 people found the review helpful. I appreciate the positive feedback from everyone! If you enjoyed this review, please click on cinephile-27690 and click ""reviews"" on the right for more reviews! Movies are my passion, so let me share it with you!",,,,,,,,,,,,,,
145,Rear Window," A Deep & Entertaining Classic
",,"One of Hitchcock's greatest masterpieces, ""Rear Window"" is a deep and entertaining classic with many strengths, and a little bit of everything.  A fine suspense story is combined with romantic tension in the main plot, and there are numerous sub-plots, some humorous and some moving, all with many psychological overtones.  The main characters are wonderfully portrayed and full of life.  The apparently simple setting in an apartment complex is developed into a world filled with intriguing and sometimes unsettling possibilities, and this apparently average neighborhood comes to life with a wealth of lavish visual detail and interesting minor characters.  It is the kind of film-making that (like many of Hitchcock's greatest movies) is very flattering to the viewer.  The director assumes that his audience will pay close enough attention to appreciate the many subtleties with which he has filled the movie.  It rewards both careful attention and repeated viewings, since there is much more here than merely a suspense plot, as good as that story is in itself.For the first 30 minutes or so, we simply get to know the characters.  Jimmy Stewart gives one of his best performances as a photographer recuperating from an injury, forced to spend several weeks staring out his apartment window at the minor dramas in the lives of his neighbors.  Grace Kelly is ideal in the role of his perfect girlfriend, who can never find a way to break down Stewart's reserve.  The study of their relationship would have made a good movie by itself.  Almost every action and every word between them is filled with meaning, and what they see in the lives of others is an interesting reflection of the tensions and possibilities in their own present and future.  Thelma Ritter is wonderful as a colorful, no-nonsense nurse who constantly sheds some light - sometimes unwanted - on what is happening between them.  The action and suspense that occur later serves in large part as a catalyst that resolves some of the important issues between the two.After we get to know the characters and their world, things start to happen, as Stewart becomes engrossed in some of the things he has seen.  The ethical and moral concerns of meddling in others' affairs become intertwined with more urgent questions about what may have happened in those other apartments, and from then on the tension builds steadily.  It leads up to a riveting climactic sequence filled with suspense, and made even more meaningful by our awareness of its deeper significance to the main characters.There is much more that could be said, but you should see this for yourself. It is a classic that will be enjoyed not only by thriller fans, but by anyone who appreciates carefully crafted movies with a lot of depth.",,,,,,,,,,,,,,
146,Rebecca," A film with a nameless protagonist and an invisible namesake
",9,"This was Alfred Hitchcock's first American-made film. Quite frankly, I'm amazed at how well Hitchcock ""got"" what American audiences wanted in their suspense films, hitting them out of the park from the moment he began working in the US. Apart from being a tad bit long, this is a well made film. I love the inside of Mandalay and Sir Laurence Olivier played a wonderful mysterious and sullen Maximillian De Winter opposite his new wife, a beautiful and naive young Joan Fontaine who is never even given a name here, probably deliberately and in keeping with how mousy and ""second hand"" she feels about herself in relation to the first and late Mrs. De Winter, who is actually Rebecca from the title.Of course there is also George Sanders, playing the type of character he is best known for--sarcastic, snobby, self-assured, pompous, witty and verbose. He hits the nail on the head as Rebecca's ""cousin"" - so he calls himself. Of course the most eerie and unsettling character was Mrs. Danvers, Rebecca's housekeeper or ""maid in waiting."" Danvers takes great pains in sabotaging the second Mrs. De Winter's marital relationship with Max de Winter,--even going as far as calmly urging her to to plunge to her death into the water from Rebecca's bedroom window at Mandalay. There are a couple of twists in this movie, but I won't give them away. It's best if you watch them unfold yourself in true Hitchcockian style.I will say that Rebecca, the first wife of Max de Winter, is NEVER seen, but we learn about her by what is said about her by the various characters, even going as far as seeing the untouched shrine of a bedroom maintained by Mrs. Danvers. But soon you learn that Rebecca was never the perfect wife Danvers and others make her out to be. The ending is a surprise in more way than one, and yet Mrs. Danvers gets the last word in her own way. A great movie by Alfred Hitchcock and David O. Selznick.",,,,,,,,,,,,,,
147,Requiem for a Dream," Great movie, I hated every minute of it
",9,"This movie is about how drugs can affect your life. Watching this movie really hurts. If you want to convince someone to stop doing drugs / live more healthy this is the movie to do it. Great acting (especially by Ellen Burstyn) and a realistic / convincing story but man is it painful to watch. This is the kind of movie you are happy to have watched at some point but you don't want to rewatch it because it is a real mood killer.9/10 would recommend if you are looking for a heavy, dramatic movie.",,,,,,,,,,,,,,
148,Reservoir Dogs," For all I know you are the rat; and this might be the best heist homage movie ever?
",9,"Reservoir Dogs is the debut of director and writer Quentin Tarantino. It stars Harvey Keitel, Steve Buscemi, Tim Roth, Michael Madsen, Chris Penn, and Lawrence Tierney. Tarantino has a minor role, as does criminal-turned-author Eddie Bunker.It feels a bit silly to write it now, but there was a time when Reservoir Dogs barely made a ripple in the cinema loving world; in America that is. Upon its release in the States it was moderately successful and comfortably made back its $1.2 million budget. However, upon hitting the British shores it was a big hit and grossed nearly £6.5 million and then Pulp Fiction exploded on the world in 94 and Reservoir Dogs got reappraised in its home country. The rest as they say is history.Tarantino, the most enthusiastic of film fans, was once a video store clerk in Redondo Beach. There he dreamed of making his own movies and planned to make Reservoir Dogs with his friends on a relatively small budget. As luck would have it, Keitel got hold of the script and wanted in. With his name attached, and using his contacts, a serious budget was raised and so the Dogs were set loose. At the time of its popularity, Tarantino had to guardedly fend off accusations of plagiarism and a charge of just hacking from older classic heist movies. His argument was that he was making his own homage to the heist caper, but even so, the fact remains that Reservoir Dogs is spliced from The Killing, Kansas City Confidential, The Big Combo, The Taking Of Pelham One Two Three and we can definitely throw in The Asphalt Jungle as well.Yet Reservoir Dogs is still extraordinarily fresh and vibrant, raising the bar for crime movies in the modern era. Tarantino of course has since gone on to prove his worth with other projects, so in truth his homage movie was merely the foot in the door for the talented son of Knoxville, Tennessee. In terms of its dialogue, tho, and its gleeful use of ""ultra-violence,"" it has few peers. From any decade. It also helps considerably that Tarantino has assembled a quality cast to make his non-linear classic shine. Keitel is a given, but Roth is exceptional, as too is Buscemi, while Madsen is frighteningly convincing as psycho for hire Mr. Blonde. Then there's the 70s soundtrack, a vital part of the narrative as we hear the dulcet tones of Steven Wright Djing on K-Billy's Super Sounds of the Seventies. If you have not seen the film yet? Then I promise you will remember Stealers Wheel-Stuck in the Middle for the rest of your cinema loving days.And that's the thing with Reservoir Dogs, it's crammed packed full of memorable things. A quip, a bang, a song or the WTF ending, as homages go; it's one of the very best. 9/10",,,,,,,,,,,,,,
149,Rocky," ""He doesn't know it's a show. He thinks it's a damn fight!""
",10,"One gains a certain degree of perspective with the passage of time, and one of the things I like to do is watch a movie that I saw upon it's original release and compare my feelings for it now to those I experienced back in the day. I thought ""Rocky"" was a great and inspiring movie back in 1976, and with only the slightest bit of hesitation, I think it delivers the same feelings today. I throw in that slight hesitation part because over the years, the sports underdog theme has been worked to death in cinema. But the thing about ""Rocky"" is that it's not so much a film about boxing as it is a film about life in general. A direction-less man with no goals suddenly finds the gold ring handed to him on a platter. Not that there isn't a whole lot of work involved to make that dream come true, but one has to recognize opportunity in the first place. I read with some amusement the negative reviews of the picture on this board and have to wonder how many of the nay-sayers consider themselves so intellectually superior that they trash the film for that simple lack of recognition. Because criticizing Rocky Balboa for talking like he had a mouth full of marbles is missing the point. He talked like that because he was a street punk working as an enforcer for a local mob boss, and the people he dealt with on a daily basis weren't exactly magna cum laude types. Nor was he going up against members of mensa whenever he climbed through the ring ropes at a local boxing joint.To prove he's not just another bum from the neighborhood, all Rocky wants to do, as he confesses to Adrian (Talia Shire) in that touching apartment scene, is go the distance with the champ. He doesn't have to knock him out, doesn't even have to win, just go the distance. You know, I still have to remind myself at times as I reflect on the picture that Rocky really didn't win the match. But he comes out a winner in the truest sense of the word, and that message blurs out the ring announcer's call of a split decision in favor of Apollo Creed. If there was no ""Rocky II"", (or III or IV or V), I wonder how many of the movie's fans would have been settled with the idea that Rocky Balboa actually became the world champion that day.",,,,,,,,,,,,,,
150,Room," Imagine yourself as a 5 year old child discovering for the first time a brand new world exists outside of your room
",10,"SPOILER: At the 2015 Toronto International Film Festival the film ""ROOM"" won the People's Choice Award today. It tells a story of a young woman and her five year old son who have been held in captivity in a confined and windowless living space for six years. Brie Larson stars as Ma and her son named Jack is played by Jacob Tremblay who is so believable that you will feel empathetic towards their captivity but relief as to how Ma convinces Jack that their little world is real and is wonderful. As Jack grows he starts to ask questions about their isolated lifestyle and we the audience anticipate that Ma must try and escape with young Jack but how?The story draws similarities to the actual events that were Jaycee Lee Dugard's true life story which occurred on June 10, 1991, in South Lake Tahoe, California. Dugard was 11 years old at the time she was abducted from a street while she was walking from home to a school bus stop and she was held captive for the next 18 years in a concealed back yard in a make shift shed. There is also some resemblance to the kidnapping of Amanda Berry who had a child fathered by her kidnapper Ariel Castro. This film was titled Cleveland Abduction and it was released in 2015. It tells the true story of three girls who were held captive for over 10 years by Ariel Castro in his home with no one aware how close the girls were to their own homes and families.The film Room focuses more on Jack and Ma's awkward adjustment to life outside of their room which was their entire world for the past six years. There is a strong supporting cast including performances such as Joan Allen's role as Jack's loving Grandma and the ever convincing all-star William H Macy as a resistant Grandpa who is having difficulty accepting that his daughter is raising her rapist's son. There are some scenes that are so heartwarming that it will be difficult not to find yourself becoming emotionally involved. In one particular very touching and loving scene, Jack asks his Grandma to cut his long hair so that the strength that he thinks that his shoulder length hair possesses can be transferred over to his sick Ma so she can return home from the hospital. Jack who understandably is initially withdrawn from anyone other than his Ma simply tells his Grandma after she washes and cuts his hair that he loves her. This loving scene between Jack and his Grandma will stay with me forever. Jack and Ma's is a story of isolation, fear, hopelessness versus hope and most importantly a film about redemption and the family bond. Room is deserving of an Oscar nomination for best picture and nominations in a few other categories as well such as best actress, best actor and best director. I give the film a 9.5 out of 10 rating. This film is terrific!!",,,,,,,,,,,,,,
151,Rush," Was really surprised by how good this was
",9,"Despite not being an auto racing fan, the stories of the rivalry between James Hunt and Niki Lauda and Lauda's accident are well known and on research was big news in the 70s. 'Rush' did seem intriguing, Ron Howard has done some good work in the past and my sister and her boyfriend absolutely raving about it. However having no knowledge of auto racing and having never found it my cup of tea there was a touch of intrepidation. As well as the worry as to whether there was going to be any bias and whether it was going to stray from the facts. After watching 'Rush', this viewer is so glad that she gave it a chance because it was a gripping and entertaining film from start to finish, and quite easily Howard's best work in some time.Some occasional rushed pacing and some weak dialogue, that lacked flow, sounded awkward and stuck out like a sore thumb against everything else that was done to such a professional level, were the only drawbacks to overall one of 2013's better films. The time period is very evocatively depicted, there is a real sense of time and place, there is wonderful vibrant colour throughout, the editing is slick, clever and gives the race scenes the thrills they need and the photography is similarly audaciously slick and like the cinematographer was part of the action itself, especially good in the climactic Japanese race sequence. Hans Zimmer's score is not his best work by all means, but it went with the racing theme remarkably well and does capture the mid-70s time period and the atmosphere of the sport to such great effect (again the final race in Japan stood out). The sound effects also help, having a real authenticity.For a film about auto racing, one does have to talk about how 'Rush' deals with the race sequences. The good news is that they are absolutely thrilling and keeps one to the edge of their seat, while all of them are brilliantly done, showing how glamorous and also dangerous the sport is (not many sports films I've seen have properly and fully captured the spirit of the sport it's portraying in the way Rush did) the highlight is the climactic Japanese race, which was both exhilarating and moving (masterful if having to sum it up in one word). Howard not only depicts the mid- 70s as if the viewer were transported back in time and part of the period (such was the evocativeness of the atmosphere) and adopts a visual style that never looks cheap and as said like the cinematographer was there part of the action, but he shows here that he knows how to tell a story. The storytelling is always compelling, thoughtful, informative and thrilling with a surprising amount of emotional impact, found myself really identifying with Lauda.The film is faithful to the facts, the rivalry between Hunt and Lauda is genuinely engaging and are shown a lot of respect and dimension here. Neirher Hunt or Lauda are one-dimensional here and, although Lauda is the more sympathetically drawn of the two, one does not takes sides with one or the other. It also is tightly paced and assured, never getting bogged down in too much back story, too much soap- opera, too much sentimentality or technical jargon/minutiae (that would likely have gone over the heads of first-time viewers or non-fans of the sport). All the supporting performances are well-done, though some with not much to do, with Olivia Wilde and Christian McKay faring the strongest. It is however the two leads that carry 'Rush' cast wise, both of them as close to perfect as one can get. Daniel Brühl gives Niki Lauda a real brooding intensity and genuine poignancy, making it very easy to feel sorry for him, while swaggering Chris Hemsworth has never been better as Hunt.All in all, a gripping and hugely entertaining film. Has its imperfections but they are far outweighed by the number of things 'Rush' does right. 9/10 Bethany Cox",,,,,,,,,,,,,,
152,Saving Private Ryan," Hard to Rate ... been there
",10,"The first 23 minutes of this film is rated at a 12.My good friend and I took our sons, 17 at the time, to see this in a theater. I am a senior military officer who experienced combat in 1967 - 68 - 69. We wanted the boys to see the horror of war, the slaughter.I have had to pack up the personal effects of my comrade to send back to his mother after he was killed in the Viet Nam war. Those of you who have not done this cannot even comprehend.After the opening combat scenes the film was an 8. Well done.War is hell and to those of us who have been there ... well I don't know what to say.Neither of our sons joined the military ... thank God.",,,,,,,,,,,,,,
